[-0.67683343+0.j]
[-0.58084914+0.j]
[-0.49902286+0.j]
[-0.42903999+0.j]
[-0.36905444+0.j]
[-0.31756142+0.j]
[-0.27331415+0.j]
[-0.23526734+0.j]
[-0.20253723+0.j]
[-0.17437225+0.j]
[-0.15013071+0.j]
[-0.12926318+0.j]
[-0.11129842+0.j]
[-0.09583167+0.j]
[-0.08251504+0.j]
[-0.0710493+0.j]
[-0.06117702+0.j]
[-0.05267663+0.j]
[-0.04535743+0.j]
[-0.03905525+0.j]
[-0.03362876+0.j]
[-0.02895626+0.j]
[-0.02493298+0.j]
[-0.02146872+0.j]
[-0.01848579+0.j]
[-0.01591732+0.j]
[-0.01370573+0.j]
[-0.01180142+0.j]
[-0.0101617+0.j]
[-0.0087498+0.j]
[-0.00753408+0.j]
[-0.00648728+0.j]
[-0.00558592+0.j]
[-0.0048098+0.j]
[-0.00414151+0.j]
[-0.00356608+0.j]
[-0.0030706+0.j]
[-0.00264396+0.j]
[-0.0022766+0.j]
[-0.00196029+0.j]
[-0.00168792+0.j]
[-0.00145339+0.j]
[-0.00125146+0.j]
[-0.00107758+0.j]
[-0.00092785+0.j]
[-0.00079894+0.j]
[-0.00068793+0.j]
[-0.00059235+0.j]
[-0.00051004+0.j]
[-0.00043918+0.j]
[-0.00037816+0.j]
[-0.00032562+0.j]
[-0.00028037+0.j]
[-0.00024142+0.j]
[-0.00020787+0.j]
[-0.00017899+0.j]
[-0.00015412+0.j]
[-0.00013271+0.j]
[-0.00011427+0.j]
[-9.83923726e-05+0.j]
[-8.47214808e-05+0.j]
[-7.29500582e-05+0.j]
[-6.28141877e-05+0.j]
[-5.40866213e-05+0.j]
[-4.65716857e-05+0.j]
[-4.01008947e-05+0.j]
[-3.45291722e-05+0.j]
[-2.97315994e-05+0.j]
[-2.56006137e-05+0.j]
[-2.2043598e-05+0.j]
[-1.89808032e-05+0.j]
[-1.63435611e-05+0.j]
[-1.40727443e-05+0.j]
[-1.21174406e-05+0.j]
[-1.0433812e-05+0.j]
[-8.98411103e-06+0.j]
[-7.73583531e-06+0.j]
[-6.66099826e-06+0.j]
[-5.73550186e-06+0.j]
[-4.93859634e-06+0.j]
[-4.25241493e-06+0.j]
[-3.66157336e-06+0.j]
[-3.15282485e-06+0.j]
[-2.71476317e-06+0.j]
[-2.33756693e-06+0.j]
[-2.01277931e-06+0.j]
[-1.73311852e-06+0.j]
[-1.49231453e-06+0.j]
[-1.28496848e-06+0.j]
[-1.10643162e-06+0.j]
[-9.52701136e-07+0.j]
[-8.20330366e-07+0.j]
[-7.06351534e-07+0.j]
[-6.08209217e-07+0.j]
[-5.23703049e-07+0.j]
[-4.50938387e-07+0.j]
[-3.88283836e-07+0.j]
[-3.34334672e-07+0.j]
[-2.87881344e-07+0.j]
[-2.47882362e-07+0.j]
[-2.13440943e-07+0.j]
[-1.83784904e-07+0.j]
[-1.58249352e-07+0.j]
[-1.36261776e-07+0.j]
[-1.17329211e-07+0.j]
[-1.01027186e-07+0.j]
[-8.69902062e-08+0.j]
[-7.4903561e-08+0.j]
[-6.44962657e-08+0.j]
[-5.5534987e-08+0.j]
[-4.78188117e-08+0.j]
[-4.11747418e-08+0.j]
[-3.54538162e-08+0.j]
[-3.05277709e-08+0.j]
[-2.62861631e-08+0.j]
[-2.26338954e-08+0.j]
[-1.94890832e-08+0.j]
[-1.67812193e-08+0.j]
[-1.44495931e-08+0.j]
[-1.24419291e-08+0.j]
[-1.07132152e-08+0.j]
[-9.22469324e-09+0.j]
[-7.9429904e-09+0.j]
[-6.83937068e-09+0.j]
[-5.88909076e-09+0.j]
[-5.07084519e-09+0.j]
[-4.36628879e-09+0.j]
[-3.75962528e-09+0.j]
[-3.23725318e-09+0.j]
[-2.78746082e-09+0.j]
[-2.40016377e-09+0.j]
[-2.06667878e-09+0.j]
[-1.77952907e-09+0.j]
[-1.53227668e-09+0.j]
[-1.31937817e-09+0.j]
[-1.13606034e-09+0.j]
[-9.78213169e-10+0.j]
[-8.42297691e-10+0.j]
[-7.25266662e-10+0.j]
[-6.24496228e-10+0.j]
[-5.377271e-10+0.j]
[-4.630139e-10+0.j]
[-3.98681546e-10+0.j]
[-3.43287697e-10+0.j]
[-2.95590413e-10+0.j]
[-2.54520313e-10+0.j]
[-2.191566e-10+0.j]
[-1.88706412e-10+0.j]
[-1.62487053e-10+0.j]
[-1.3991068e-10+0.j]
[-1.20471127e-10+0.j]
[-1.03732556e-10+0.j]
[-8.93196849e-11+0.j]
[-7.69093759e-11+0.j]
[-6.62233875e-11+0.j]
[-5.7022138e-11+0.j]
[-4.90993341e-11+0.j]
[-4.22773451e-11+0.j]
[-3.64032209e-11+0.j]
[-3.13452629e-11+0.j]
[-2.69900706e-11+0.j]
[-2.32400001e-11+0.j]
[-2.00109741e-11+0.j]
[-1.72305974e-11+0.j]
[-1.48365335e-11+0.j]
[-1.2775107e-11+0.j]
[-1.10001004e-11+0.j]
[-9.4717179e-12+0.j]
[-8.15569282e-12+0.j]
[-7.02251967e-12+0.j]
[-6.04679255e-12+0.j]
[-5.20663549e-12+0.j]
[-4.48321203e-12+0.j]
[-3.86030291e-12+0.j]
[-3.3239424e-12+0.j]
[-2.86210521e-12+0.j]
[-2.46443687e-12+0.j]
[-2.12202161e-12+0.j]
[-1.82718242e-12+0.j]
[-1.57330895e-12+0.j]
[-1.35470932e-12+0.j]
[-1.16648249e-12+0.j]
[-1.00440838e-12+0.j]
[-8.64853271e-13+0.j]
[-7.44688311e-13+0.j]
[-6.41219383e-13+0.j]
[-5.52126696e-13+0.j]
[-4.75412779e-13+0.j]
[-4.09357693e-13+0.j]
[-3.52480472e-13+0.j]
[-3.0350592e-13+0.j]
[-2.61336019e-13+0.j]
[-2.25025314e-13+0.j]
[-1.93759712e-13+0.j]
[-1.66838234e-13+0.j]
[-1.43657297e-13+0.j]
[-1.23697179e-13+0.j]
[-1.06510372e-13+0.j]
[-9.17115439e-14+0.j]
[-7.89689038e-14+0.j]
[-6.79967592e-14+0.j]
[-5.85491129e-14+0.j]
[-5.04141471e-14+0.j]
[-4.34094745e-14+0.j]
[-3.73780494e-14+0.j]
[-3.21846461e-14+0.j]
[-2.77128278e-14+0.j]
[-2.38623355e-14+0.j]
[-2.05468407e-14+0.j]
[-1.76920093e-14+0.j]
[-1.52338355e-14+0.j]
[-1.31172069e-14+0.j]
[-1.12946681e-14+0.j]
[-9.72535755e-15+0.j]
[-8.37409111e-15+0.j]
[-7.21057315e-15+0.j]
[-6.20871738e-15+0.j]
[-5.34606207e-15+0.j]
[-4.60326632e-15+0.j]
[-3.96367654e-15+0.j]
[-3.41295303e-15+0.j]
[-2.93874847e-15+0.j]
[-2.53043112e-15+0.j]
[-2.17884645e-15+0.j]
[-1.87611187e-15+0.j]
[-1.61544001e-15+0.j]
[-1.39098658e-15+0.j]
[-1.19771929e-15+0.j]
[-1.03130506e-15+0.j]
[-8.88012858e-16+0.j]
[-7.64630045e-16+0.j]
[-6.58390361e-16+0.j]
[-5.66911894e-16+0.j]
[-4.88143683e-16+0.j]
[-4.20319732e-16+0.j]
[-3.61919417e-16+0.j]
[-3.11633393e-16+0.j]
[-2.6833424e-16+0.j]
[-2.31051184e-16+0.j]
[-1.98948332e-16+0.j]
[-1.71305934e-16+0.j]
[-1.47504243e-16+0.j]
[-1.2700962e-16+0.j]
[-1.09362574e-16+0.j]
[-9.41674536e-17+0.j]
[-8.1083583e-17+0.j]
[-6.98176194e-17+0.j]
[-6.0116978e-17+0.j]
[-5.1764169e-17+0.j]
[-4.45719209e-17+0.j]
[-3.83789824e-17+0.j]
[-3.30465069e-17+0.j]
[-2.84549394e-17+0.j]
[-2.45013362e-17+0.j]
[-2.10970569e-17+0.j]
[-1.81657771e-17+0.j]
[-1.56417768e-17+0.j]
[-1.34684677e-17+0.j]
[-1.15971238e-17+0.j]
[-9.98578933e-18+0.j]
[-8.59833782e-18+0.j]
[-7.40366243e-18+0.j]
[-6.37497834e-18+0.j]
[-5.4892223e-18+0.j]
[-4.72653549e-18+0.j]
[-4.06981838e-18+0.j]
[-3.50434724e-18+0.j]
[-3.01744413e-18+0.j]
[-2.59819261e-18+0.j]
[-2.23719298e-18+0.j]
[-1.92635158e-18+0.j]
[-1.65869928e-18+0.j]
[-1.4282353e-18+0.j]
[-1.22979258e-18+0.j]
[-1.058922e-18+0.j]
[-9.11792628e-19+0.j]
[-7.85105792e-19+0.j]
[-6.76021154e-19+0.j]
[-5.82093019e-19+0.j]
[-5.01215503e-19+0.j]
[-4.3157532e-19+0.j]
[-3.71611124e-19+0.j]
[-3.19978509e-19+0.j]
[-2.75519864e-19+0.j]
[-2.37238418e-19+0.j]
[-2.04275896e-19+0.j]
[-1.75893273e-19+0.j]
[-1.51454205e-19+0.j]
[-1.30410764e-19+0.j]
[-1.12291154e-19+0.j]
[-9.66891292e-20+0.j]
[-8.32548905e-20+0.j]
[-7.16872398e-20+0.j]
[-6.17268285e-20+0.j]
[-5.31503426e-20+0.j]
[-4.5765496e-20+0.j]
[-3.94067191e-20+0.j]
[-3.39314472e-20+0.j]
[-2.92169238e-20+0.j]
[-2.51574485e-20+0.j]
[-2.16620073e-20+0.j]
[-1.86522317e-20+0.j]
[-1.60606422e-20+0.j]
[-1.38291349e-20+0.j]
[-1.19076789e-20+0.j]
[-1.02531951e-20+0.j]
[-8.82858955e-21+0.j]
[-7.60192238e-21+0.j]
[-6.54569154e-21+0.j]
[-5.63621616e-21+0.j]
[-4.85310565e-21+0.j]
[-4.17880254e-21+0.j]
[-3.59818887e-21+0.j]
[-3.09824716e-21+0.j]
[-2.66776865e-21+0.j]
[-2.29710195e-21+0.j]
[-1.97793664e-21+0.j]
[-1.70311698e-21+0.j]
[-1.46648149e-21+0.j]
[-1.26272474e-21+0.j]
[-1.08727848e-21+0.j]
[-9.36209188e-22+0.j]
[-8.06129851e-22+0.j]
[-6.94124076e-22+0.j]
[-5.97680674e-22+0.j]
[-5.14637369e-22+0.j]
[-4.43132316e-22+0.j]
[-3.81562361e-22+0.j]
[-3.28547096e-22+0.j]
[-2.82897909e-22+0.j]
[-2.43591339e-22+0.j]
[-2.09746125e-22+0.j]
[-1.80603454e-22+0.j]
[-1.55509941e-22+0.j]
[-1.33902986e-22+0.j]
[-1.15298157e-22+0.j]
[-9.92783319e-23+0.j]
[-8.54843426e-23+0.j]
[-7.3606926e-23+0.j]
[-6.33797885e-23+0.j]
[-5.45736361e-23+0.j]
[-4.69910334e-23+0.j]
[-4.04619771e-23+0.j]
[-3.48400849e-23+0.j]
[-2.99993131e-23+0.j]
[-2.58311306e-23+0.j]
[-2.22420862e-23+0.j]
[-1.9151713e-23+0.j]
[-1.64907242e-23+0.j]
[-1.41994602e-23+0.j]
[-1.22265503e-23+0.j]
[-1.05277617e-23+0.j]
[-9.06500711e-24+0.j]
[-7.80549148e-24+0.j]
[-6.72097622e-24+0.j]
[-5.78714633e-24+0.j]
[-4.98306519e-24+0.j]
[-4.29070517e-24+0.j]
[-3.69454345e-24+0.j]
[-3.18121399e-24+0.j]
[-2.73920785e-24+0.j]
[-2.3586152e-24+0.j]
[-2.03090308e-24+0.j]
[-1.74872413e-24+0.j]
[-1.50575186e-24+0.j]
[-1.29653879e-24+0.j]
[-1.11639432e-24+0.j]
[-9.61279596e-25+0.j]
[-8.27716913e-25+0.j]
[-7.12711777e-25+0.j]
[-6.13685752e-25+0.j]
[-5.28418661e-25+0.j]
[-4.54998801e-25+0.j]
[-3.91780087e-25+0.j]
[-3.37345145e-25+0.j]
[-2.90473535e-25+0.j]
[-2.50114389e-25+0.j]
[-2.15362847e-25+0.j]
[-1.85439775e-25+0.j]
[-1.59674292e-25+0.j]
[-1.37488732e-25+0.j]
[-1.18385691e-25+0.j]
[-1.01936877e-25+0.j]
[-8.77735035e-26+0.j]
[-7.5578026e-26+0.j]
[-6.50770198e-26+0.j]
[-5.60350506e-26+0.j]
[-4.82493961e-26+0.j]
[-4.15455007e-26+0.j]
[-3.57730619e-26+0.j]
[-3.08026608e-26+0.j]
[-2.65228601e-26+0.j]
[-2.2837706e-26+0.j]
[-1.96645768e-26+0.j]
[-1.69323305e-26+0.j]
