[-0.24033444+0.j]
[-0.22797365+0.j]
[-0.21626122+0.j]
[-0.20516165+0.j]
[-0.19464157+0.j]
[-0.18466958+0.j]
[-0.17521611+0.j]
[-0.1662533+0.j]
[-0.15775489+0.j]
[-0.14969613+0.j]
[-0.14205364+0.j]
[-0.13480539+0.j]
[-0.12793057+0.j]
[-0.1214095+0.j]
[-0.11522362+0.j]
[-0.10935536+0.j]
[-0.10378813+0.j]
[-0.09850623+0.j]
[-0.09349482+0.j]
[-0.08873983+0.j]
[-0.08422798+0.j]
[-0.07994668+0.j]
[-0.07588401+0.j]
[-0.07202869+0.j]
[-0.06837002+0.j]
[-0.06489789+0.j]
[-0.0616027+0.j]
[-0.05847536+0.j]
[-0.05550726+0.j]
[-0.05269024+0.j]
[-0.05001655+0.j]
[-0.04747885+0.j]
[-0.0450702+0.j]
[-0.042784+0.j]
[-0.04061398+0.j]
[-0.03855422+0.j]
[-0.0365991+0.j]
[-0.03474328+0.j]
[-0.03298169+0.j]
[-0.03130954+0.j]
[-0.02972227+0.j]
[-0.02821556+0.j]
[-0.02678531+0.j]
[-0.02542764+0.j]
[-0.02413884+0.j]
[-0.02291542+0.j]
[-0.02175405+0.j]
[-0.02065159+0.j]
[-0.01960503+0.j]
[-0.01861155+0.j]
[-0.01766844+0.j]
[-0.01677314+0.j]
[-0.01592324+0.j]
[-0.01511642+0.j]
[-0.0143505+0.j]
[-0.0136234+0.j]
[-0.01293315+0.j]
[-0.01227789+0.j]
[-0.01165584+0.j]
[-0.01106532+0.j]
[-0.01050472+0.j]
[-0.00997253+0.j]
[-0.00946731+0.j]
[-0.00898769+0.j]
[-0.00853237+0.j]
[-0.00810012+0.j]
[-0.00768977+0.j]
[-0.00730022+0.j]
[-0.0069304+0.j]
[-0.00657932+0.j]
[-0.00624603+0.j]
[-0.00592962+0.j]
[-0.00562925+0.j]
[-0.00534409+0.j]
[-0.00507337+0.j]
[-0.00481638+0.j]
[-0.0045724+0.j]
[-0.00434078+0.j]
[-0.0041209+0.j]
[-0.00391215+0.j]
[-0.00371398+0.j]
[-0.00352585+0.j]
[-0.00334725+0.j]
[-0.00317769+0.j]
[-0.00301673+0.j]
[-0.00286392+0.j]
[-0.00271885+0.j]
[-0.00258113+0.j]
[-0.00245038+0.j]
[-0.00232626+0.j]
[-0.00220842+0.j]
[-0.00209656+0.j]
[-0.00199036+0.j]
[-0.00188954+0.j]
[-0.00179383+0.j]
[-0.00170296+0.j]
[-0.0016167+0.j]
[-0.00153481+0.j]
[-0.00145707+0.j]
[-0.00138326+0.j]
[-0.00131319+0.j]
[-0.00124668+0.j]
[-0.00118353+0.j]
[-0.00112358+0.j]
[-0.00106667+0.j]
[-0.00101263+0.j]
[-0.00096134+0.j]
[-0.00091265+0.j]
[-0.00086642+0.j]
[-0.00082253+0.j]
[-0.00078087+0.j]
[-0.00074131+0.j]
[-0.00070376+0.j]
[-0.00066812+0.j]
[-0.00063427+0.j]
[-0.00060215+0.j]
[-0.00057165+0.j]
[-0.00054269+0.j]
[-0.0005152+0.j]
[-0.0004891+0.j]
[-0.00046433+0.j]
[-0.00044081+0.j]
[-0.00041848+0.j]
[-0.00039728+0.j]
[-0.00037716+0.j]
[-0.00035806+0.j]
[-0.00033992+0.j]
[-0.0003227+0.j]
[-0.00030636+0.j]
[-0.00029084+0.j]
[-0.00027611+0.j]
[-0.00026212+0.j]
[-0.00024884+0.j]
[-0.00023624+0.j]
[-0.00022427+0.j]
[-0.00021291+0.j]
[-0.00020213+0.j]
[-0.00019189+0.j]
[-0.00018217+0.j]
[-0.00017294+0.j]
[-0.00016418+0.j]
[-0.00015587+0.j]
[-0.00014797+0.j]
[-0.00014048+0.j]
[-0.00013336+0.j]
[-0.0001266+0.j]
[-0.00012019+0.j]
[-0.0001141+0.j]
[-0.00010832+0.j]
[-0.00010284+0.j]
[-9.76280752e-05+0.j]
[-9.2682917e-05+0.j]
[-8.79882462e-05+0.j]
[-8.35313748e-05+0.j]
[-7.93002575e-05+0.j]
[-7.52834592e-05+0.j]
[-7.14701239e-05+0.j]
[-6.78499456e-05+0.j]
[-6.44131404e-05+0.j]
[-6.11504198e-05+0.j]
[-5.80529659e-05+0.j]
[-5.51124074e-05+0.j]
[-5.23207971e-05+0.j]
[-4.96705904e-05+0.j]
[-4.71546247e-05+0.j]
[-4.47661003e-05+0.j]
[-4.24985618e-05+0.j]
[-4.03458811e-05+0.j]
[-3.83022402e-05+0.j]
[-3.63621158e-05+0.j]
[-3.45202647e-05+0.j]
[-3.27717089e-05+0.j]
[-3.11117227e-05+0.j]
[-2.95358199e-05+0.j]
[-2.80397413e-05+0.j]
[-2.66194436e-05+0.j]
[-2.52710883e-05+0.j]
[-2.39910312e-05+0.j]
[-2.2775813e-05+0.j]
[-2.16221492e-05+0.j]
[-2.0526922e-05+0.j]
[-1.94871713e-05+0.j]
[-1.85000872e-05+0.j]
[-1.75630018e-05+0.j]
[-1.66733827e-05+0.j]
[-1.58288254e-05+0.j]
[-1.50270476e-05+0.j]
[-1.42658822e-05+0.j]
[-1.35432721e-05+0.j]
[-1.28572645e-05+0.j]
[-1.22060052e-05+0.j]
[-1.15877341e-05+0.j]
[-1.10007803e-05+0.j]
[-1.04435576e-05+0.j]
[-9.91455982e-06+0.j]
[-9.41235739e-06+0.j]
[-8.93559304e-06+0.j]
[-8.48297825e-06+0.j]
[-8.05328976e-06+0.j]
[-7.64536629e-06+0.j]
[-7.25810538e-06+0.j]
[-6.89046041e-06+0.j]
[-6.54143776e-06+0.j]
[-6.21009417e-06+0.j]
[-5.89553413e-06+0.j]
[-5.59690751e-06+0.j]
[-5.31340723e-06+0.j]
[-5.0442671e-06+0.j]
[-4.78875972e-06+0.j]
[-4.54619457e-06+0.j]
[-4.31591607e-06+0.j]
[-4.09730188e-06+0.j]
[-3.88976116e-06+0.j]
[-3.692733e-06+0.j]
[-3.50568491e-06+0.j]
[-3.32811138e-06+0.j]
[-3.15953248e-06+0.j]
[-2.99949261e-06+0.j]
[-2.84755924e-06+0.j]
[-2.70332176e-06+0.j]
[-2.56639035e-06+0.j]
[-2.43639492e-06+0.j]
[-2.31298415e-06+0.j]
[-2.19582452e-06+0.j]
[-2.08459937e-06+0.j]
[-1.97900811e-06+0.j]
[-1.87876537e-06+0.j]
[-1.78360022e-06+0.j]
[-1.69325548e-06+0.j]
[-1.60748697e-06+0.j]
[-1.5260629e-06+0.j]
[-1.4487632e-06+0.j]
[-1.37537897e-06+0.j]
[-1.30571187e-06+0.j]
[-1.23957362e-06+0.j]
[-1.17678547e-06+0.j]
[-1.11717773e-06+0.j]
[-1.0605893e-06+0.j]
[-1.00686724e-06+0.j]
