[-0.75966556+0.j]
[-0.74736376+0.j]
[-0.73530336+0.j]
[-0.72347688+0.j]
[-0.71187723+0.j]
[-0.70049768+0.j]
[-0.6893318+0.j]
[-0.6783735+0.j]
[-0.66761697+0.j]
[-0.65705668+0.j]
[-0.64668735+0.j]
[-0.63650393+0.j]
[-0.62650161+0.j]
[-0.61667578+0.j]
[-0.60702205+0.j]
[-0.59753619+0.j]
[-0.58821416+0.j]
[-0.57905208+0.j]
[-0.57004624+0.j]
[-0.56119305+0.j]
[-0.55248907+0.j]
[-0.54393101+0.j]
[-0.53551568+0.j]
[-0.52724+0.j]
[-0.51910101+0.j]
[-0.51109587+0.j]
[-0.50322181+0.j]
[-0.49547616+0.j]
[-0.48785636+0.j]
[-0.48035989+0.j]
[-0.47298435+0.j]
[-0.46572739+0.j]
[-0.45858674+0.j]
[-0.45156019+0.j]
[-0.44464562+0.j]
[-0.43784093+0.j]
[-0.4311441+0.j]
[-0.42455318+0.j]
[-0.41806624+0.j]
[-0.41168143+0.j]
[-0.40539693+0.j]
[-0.39921097+0.j]
[-0.39312183+0.j]
[-0.38712783+0.j]
[-0.38122731+0.j]
[-0.37541869+0.j]
[-0.36970039+0.j]
[-0.36407089+0.j]
[-0.35852869+0.j]
[-0.35307232+0.j]
[-0.34770036+0.j]
[-0.3424114+0.j]
[-0.33720408+0.j]
[-0.33207705+0.j]
[-0.32702901+0.j]
[-0.32205865+0.j]
[-0.31716473+0.j]
[-0.31234599+0.j]
[-0.30760124+0.j]
[-0.30292929+0.j]
[-0.29832895+0.j]
[-0.2937991+0.j]
[-0.28933861+0.j]
[-0.28494638+0.j]
[-0.28062132+0.j]
[-0.27636238+0.j]
[-0.2721685+0.j]
[-0.26803867+0.j]
[-0.26397188+0.j]
[-0.25996715+0.j]
[-0.2560235+0.j]
[-0.25213997+0.j]
[-0.24831563+0.j]
[-0.24454956+0.j]
[-0.24084085+0.j]
[-0.23718862+0.j]
[-0.23359198+0.j]
[-0.23005007+0.j]
[-0.22656205+0.j]
